LAMMPS FENE chain data file

        4000  atoms
           0  bonds
           0  angles
           0  dihedrals
           0  impropers

           2  atom types
           0  bond types
           0  angle types
           0  dihedral types
           0  improper types

      -8.830563       8.830563 xlo xhi
      -8.830563       8.830563 ylo yhi
      -8.830563       8.830563 zlo zhi

Masses

  1  1.0
  2  1.0

Atoms

         1       1       1    0.0000   -2.0951    3.6184    6.9187   0   0   0
         2       2       1    0.0000    1.0999   -5.0385    2.8645   0   0   0
         3       3       1    0.0000   -1.1108   -1.7875   -1.1557   0   0   0
         4       4       1    0.0000    2.6514    3.0507    2.4795   0   0   0
         5       5       1    0.0000   -6.8816    2.9030   -6.4990   0   0   0
         6       6       1    0.0000    4.6046   -1.0890   -6.6244   0   0   0
         7       7       1    0.0000   -0.6844   -6.0862    3.0739   0   0   0
         8       8       1    0.0000    4.3711   -4.5419   -4.5927   0   0   0
         9       9       1    0.0000    6.4712    3.7513   -2.5227   0   0   0
        10      10       1    0.0000    5.6006   -4.7215   -3.2412   0   0   0
        11      11       1    0.0000   -8.4111   -6.2118   -7.5602   0   0   0
        12      12       1    0.0000    7.0342    0.6032    0.4522   0   0   0
        13      13       1    0.0000    6.0891   -6.5952   -4.2253   0   0   0
        14      14       1    0.0000    1.5557    8.0863    3.4068   0   0   0
        15      15       1    0.0000    0.3297   -3.9476    6.1572   0   0   0
        16      16       1    0.0000    7.2480    7.5621    6.9526   0   0   0
        17      17       1    0.0000    6.7814    6.9123    0.4244   0   0   0
        18      18       1    0.0000   -1.9219    0.1833    7.6900   0   0   0
        19      19       1    0.0000    2.1754    4.0509    0.0981   0   0   0
        20      20       1    0.0000    6.9441    5.3263   -4.6075   0   0   0
        21      21       1    0.0000    6.0143    6.9962   -1.9234   0   0   0
        22      22       1    0.0000   -6.0721   -7.3563    8.6519   0   0   0
        23      23       1    0.0000    8.0480   -3.1219    1.8392   0   0   0
        24      24       1    0.0000    3.8622    8.0539    6.4062   0   0   0
        25      25       1    0.0000    7.4008   -1.5872   -7.7577   0   0   0
        26      26       1    0.0000    8.4880   -8.6156    0.7496   0   0   0
        27      27       1    0.0000    5.8014   -3.5789    3.6951   0   0   0
        28      28       1    0.0000    7.5835   -4.9943    4.2099   0   0   0
        29      29       1    0.0000    5.5541   -8.4560   -0.2763   0   0   0
        30      30       1    0.0000    1.7886    1.4656   -4.6731   0   0   0
        31      31       1    0.0000   -2.5921    4.5302    2.1550   0   0   0
        32      32       1    0.0000   -3.2808   -2.2295    5.9243   0   0   0
        33      33       1    0.0000   -3.8171    8.3352    1.0837   0   0   0
        34      34       1    0.0000    4.6665   -3.7896   -6.2618   0   0   0
        35      35       1    0.0000    1.2654    4.0742    2.1328   0   0   0
        36      36       1    0.0000   -5.8763   -1.2597    3.1154   0   0   0
        37      37       1    0.0000   -5.1869   -1.0999    4.8475   0   0   0
        38      38       1    0.0000    0.9287   -3.2436    4.3575   0   0   0
        39      39       1    0.0000   -3.8657    4.3849   -3.3272   0   0   0
        40      40       1    0.0000   -5.8535   -7.0288    1.5903   0   0   0
        41      41       1    0.0000    6.5013   -1.6627   -5.8714   0   0   0
        42      42       1    0.0000   -7.1275    2.7335    5.2796   0   0   0
        43      43       1    0.0000    5.2542    2.0064    6.6537   0   0   0
        44      44       1    0.0000   -2.0473   -5.8639   -5.8686   0   0   0
        45      45       1    0.0000    3.1281   -3.1852   -2.3896   0   0   0
        46      46       1    0.0000   -0.5660    6.7249   -6.4336   0   0   0
        47      47       1    0.0000   -8.5310   -7.8361   -1.7227   0   0   0
        48      48       1    0.0000   -6.7694   -0.9680   -3.9301   0   0   0
        49      49       1    0.0000   -0.4579    5.1608    4.1617   0   0   0
        50      50       1    0.0000    7.9089    6.4934    5.7482   0   0   0
        51      51       1    0.0000    4.3028   -5.2080   -2.5583   0   0   0
        52      52       1    0.0000    8.2754    3.8388    2.7679   0   0   0
        53      53       1    0.0000    1.0029    7.8340    1.8447   0   0   0
        54      54       1    0.0000    7.8418   -7.3993   -8.0300   0   0   0
        55      55       1    0.0000    6.8909   -5.5534    3.4300   0   0   0
        56      56       1    0.0000    2.6126    5.1648    0.7572   0   0   0
        57      57       1    0.0000   -7.3593   -6.2890    3.2841   0   0   0
        58      58       1    0.0000    4.5827    0.5089    4.8257   0   0   0
        59      59       1    0.0000    6.2956    1.8639   -4.7284   0   0   0
        60      60       1    0.0000    4.3165   -4.0486    2.9785   0   0   0
        61      61       1    0.0000    8.1603   -6.4472   -7.7571   0   0   0
        62      62       1    0.0000    1.0924   -7.7599    5.9785   0   0   0
        63      63       1    0.0000    6.2958    6.2617   -2.2946   0   0   0
        64      64       1    0.0000    5.9861   -6.3225    3.9533   0   0   0
        65      65       1    0.0000    1.5273    8.0093   -0.0092   0   0   0
        66      66       1    0.0000    4.1609   -5.5723    3.9580   0   0   0
        67      67       1    0.0000   -6.5842    3.1607   -2.6330   0   0   0
        68      68       1    0.0000    5.7891    1.9968    3.2460   0   0   0
