# LAMMPS Data File

8000 atoms
0 bonds
0 angles

2 atom types
0 bond types
0 angle types

-50.0 50.0 xlo xhi
-50.0 50.0 ylo yhi
 -0.5  0.5 zlo zhi

Masses

1 1.00
2 1.00

Atoms

1	1	-24.442592	18.952839	0
2	1	1.29447	-17.64293	0
3	1	5.006842	-1.873588	0
4	1	0.235923	21.214264	0
5	1	24.439115	7.770025	0
6	1	19.628081	-10.810571	0
7	1	-6.982573	-17.097122	0
8	1	-6.752651	-0.081231	0
9	1	20.171735	-20.196143	0
10	1	18.635722	-19.843518	0
11	1	-12.775027	19.473104	0
12	1	-14.401865	24.551436	0
13	1	-17.619394	-1.851123	0
14	1	-0.931518	-20.013472	0
15	1	13.49508	-14.64931	0
16	1	-3.182119	15.409862	0
17	1	18.211593	-7.022257	0
18	1	10.806354	-11.980099	0
19	1	4.909346	6.545236	0
20	1	-13.307813	-22.472353	0
21	1	15.983539	-19.135631	0
22	1	-22.4672	21.356801	0
23	1	15.181673	12.385607	0
24	1	3.422653	-8.365607	0
25	1	13.048915	8.303995	0
26	1	9.396946	17.011627	0
27	1	-2.263243	-9.636392	0
28	1	-20.477233	10.710839	0
29	1	7.788711	14.921301	0
30	1	16.299652	-22.970188	0
31	1	-10.766897	22.526634	0
32	1	10.25968	-21.849083	0
33	1	-15.919779	21.080742	0
34	1	-20.985048	3.798346	0
35	1	15.56001	-19.79498	0
36	1	15.167011	-6.415609	0
37	1	-5.007078	10.460473	0
38	1	7.563144	-20.509336	0
39	1	24.279076	-17.711634	0
40	1	-21.141883	12.062978	0
41	1	-5.626332	23.8599	0
42	1	-22.10487	10.400531	0
43	1	-23.272099	17.522272	0
44	1	-0.150504	23.327982	0
45	1	21.149592	13.706682	0
46	1	-18.471924	4.528157	0
47	1	-16.780711	-1.378225	0
48	1	15.010409	15.71663	0
49	1	9.780441	-3.953569	0
50	1	5.610143	-23.887127	0
51	1	-21.194767	24.264165	0
52	1	-16.877205	-6.561105	0
53	1	-6.414334	1.748737	0
54	1	3.535248	17.947089	0
55	1	-7.771061	-16.01665	0
56	1	-14.148508	19.257473	0
57	1	-4.040161	10.734199	0
58	1	-18.766228	0.724596	0
59	1	-20.307195	3.595496	0
60	1	-11.571953	22.322308	0
61	1	-0.140996	23.142969	0
62	1	-10.41854	12.688261	0
63	1	-6.185569	-14.473798	0
64	1	-16.004637	15.551381	0
65	1	-0.460096	22.719016	0
66	1	15.619865	17.118329	0
67	1	-22.852583	11.017068	0
68	1	-4.682061	-23.878441	0
69	1	9.565129	12.766311	0
70	1	-21.760488	14.348473	0
71	1	-24.999988	-20.064498	0
72	1	20.67892	14.052357	0
73	1	-3.185804	-9.745333	0
74	1	-3.168022	2.277219	0
75	1	24.70187	23.885681	0
76	1	18.385481	-12.574451	0
77	1	-20.672418	-24.042068	0
78	1	6.978204	-6.899476	0
79	1	-15.649465	-10.333374	0
80	1	-13.398023	-24.494363	0
81	1	-18.154072	13.902959	0
82	1	9.79179	1.419991	0
83	1	-18.015039	-2.665868	0
84	1	7.442117	-23.31702	0
85	1	9.114835	-9.116655	0
86	1	0.882336	-19.986784	0
87	1	16.238748	-9.390202	0
88	1	-24.490532	13.13049	0
89	1	-0.1041	12.988691	0
90	1	-14.842305	-10.430825	0
91	1	7.441494	4.591224	0
92	1	0.343455	-8.297645	0
93	1	-11.273274	-1.835403	0
94	1	-8.227292	-4.228652	0
95	1	4.210799	-12.961769	0
96	1	-19.015062	3.44453	0
97	1	11.557413	0.172744	0
98	1	20.311734	7.611455	0
99	1	11.517711	19.724762	0
100	1	4.579907	-1.187033	0
101	1	-0.686959	-8.592103	0
102	1	-4.27388	9.795721	0
103	1	16.439492	-5.853938	0
104	1	-15.390427	-23.045087	0
105	1	21.293765	-14.028325	0
106	1	-13.494534	-21.618254	0
107	1	-1.989546	10.90698	0
108	1	20.864922	8.374873	0
109	1	-15.58037	7.205821	0
110	1	-13.004628	7.763133	0
111	1	14.905624	23.580755	0
112	1	9.339785	-8.899915	0
113	1	24.523257	-3.321473	0
114	1	-18.442562	-2.370522	0
115	1	-18.140271	20.86234	0
116	1	4.395176	-16.990184	0
117	1	19.366806	-13.155378	0
118	1	16.329264	5.526385	0
119	1	-5.802005	-17.099114	0
120	1	-16.438163	-20.555703	0
121	1	21.574189	10.682019	0
122	1	14.58445	-18.98455	0
123	1	-17.621979	-22.838009	0
124	1	-11.983697	-4.804957	0
125	1	16.934425	-14.912365	0
126	1	-18.307404	7.434277	0
127	1	-21.000213	4.468324	0
128	1	6.344529	1.76035	0
129	1	-23.81264	14.186951	0
130	1	5.767995	-12.679187	0
131	1	-3.266247	22.054284	0
132	1	-5.139885	-15.058185	0
133	1	19.06243	16.982892	0
134	1	19.386168	17.051609	0
135	1	18.94466	-17.66333	0
136	1	-23.62734	0.717042	0
137	1	-9.240428	-1.465877	0
138	1	0.230794	8.045315	0
139	1	-24.047308	-21.42473	0
140	1	24.948426	14.647007	0
141	1	-22.102859	-12.939479	0
142	1	-6.43322	18.279181	0
143	1	-24.999449	7.581922	0
144	1	1.067033	20.599174	0
145	1	-11.736376	-24.279666	0
146	1	5.643726	22.370807	0
147	1	-22.812842	14.622848	0
148	1	17.388059	-4.218721	0
149	1	-1.60091	13.132081	0
150	1	22.167232	4.873793	0
151	1	12.125884	-4.788186	0
152	1	14.093407	6.845185	0
153	1	-0.84442	0.194783	0
154	1	18.458898	23.237739	0
155	1	-13.522787	-11.525452	0
156	1	-3.094209	-8.204429	0
157	1	22.348645	8.82062	0
158	1	-12.903693	-3.561551	0
159	1	9.589319	15.409456	0
160	1	-10.662303	11.478958	0
